"代號","名稱","成交","漲跌價","漲跌幅","統計年數","平均營收(億)","營收成長(%)","平均毛利(億)","毛利成長(%)","平均毛利(%)","平均營益(億)","營益成長(%)","平均營益(%)","平均淨利(億)","淨利成長(%)","平均淨利(%)","平均ROA(%)","平均ROA增減","平均ROE(%)","平均ROE增減","平均EPS(元)","平均EPS增減","平均財報評分"
="2497","怡利電","60","-0.4","-0.66","26","24.3","+7.09","6.13","+5.64","25.2","1.1","+12.4","4.53","0.97","+13.3","3.95","3.07","+0.11","5.26","+0.38","0.84","+0.06","44"
="2498","宏達電","46.35","-0.45","-0.96","24","922","-11.5","218","-12.5","23.7","5.63","-72.9","0.61","40.5","-25.2","4.43","-0.96","-1.82","-0.31","-3.45","5.93","-2.14","47"
="2501","國建","24.7","-0.55","-2.18","30","115","+6.07","31.6","+6.66","27.5","18","+7.65","15.8","15.1","+3.96","13.2","3.61","-0.05","7.55","+0.2","1.07","+0.06","44"
="2504","國產","43.2","+0.15","+0.35","31","220","+0.83","24.4","+10.6","11.1","10.7","+29.4","4.87","12.5","+20.3","4.87","3.52","+0.56","5.21","+0.87","1.02","+0.18","43"
="2505","國揚","21.75","0","0","30","33.8","-6.14","9.69","-4.96","28.7","5.75","-6.39","17","1.49","-41.3","4.4","3.37","-0.15","7.57","-0.43","0.52","-0.08","41"
="2506","太設","11.7","0","0","30","49.7","-7.86","11.8","-8.71","23.8","0.33","-72.2","0.67","-2.87","-516","-4.72","-0.56","-0.81","-25.5","-13.5","-0.09","-0.18","37"
="2509","全坤建","16.75","-0.1","-0.59","30","12.8","-8.46","4.67","-7.96","36.4","2.78","-11.6","21.7","1.9","-21.3","15.3","3.17","-0.65","6.21","-1.31","1.25","-0.28","47"
="2511","太子","10.3","-0.1","-0.96","30","130","-2.92","35","-2.77","26.9","14.4","-5.98","11.1","14.2","-5.27","10.7","2.81","-0.17","7.05","-0.57","1.04","-0.08","41"
="2514","龍邦","20.95","+0.3","+1.45","30","282","-5.16","12.6","+2.71","4.47","-0.16","+82","-0.06","4.36","+5.75","2.39","2","+0.09","6.22","+0.03","1","+0.07","46"
="2515","中工","11.6","0","0","29","140","+3.45","10.3","+6.18","7.31","3.65","+19.3","2.6","5.35","+3.02","3.83","1.45","+0.01","2.96","+0.03","0.35","0","33"
="2516","新建","22.85","+0.2","+0.88","30","79.6","+0.96","0.25","+30663","0.32","-1.37","+15.4","-1.72","-1.1","+7.28","-1.35","-1.36","+0.39","-4.9","+1.68","-0.38","+0.04","35"
="2520","冠德","55.1","-1.4","-2.48","30","128","+5.51","34.1","+7.6","26.7","20.7","+9.16","16.2","13.3","+7.4","12.3","3.39","+0.23","10.1","+0.46","2.59","+0.16","45"
="2524","京城","64.1","-0.9","-1.38","30","31.8","-3.14","13.6","-2.64","42.6","9.8","-4.28","30.8","9.18","-2.54","28.9","2.57","-0.35","6.31","-0.85","2.57","-0.11","50"
="2527","宏璟","36.8","-0.4","-1.08","30","25.3","-0.41","6.96","+0.62","27.5","3.34","+2.39","13.2","2.73","+0.64","10.4","1.57","-0.07","3.33","-0.12","1.18","+0.02","37"
="2528","皇普","49.15","+0.85","+1.76","31","14.8","+59.1","4.37","+114","29.5","2.67","+216","18.1","1.47","+3679","9.93","1.2","+1.32","1.81","+4.91","0.27","+0.4","39"
="2530","華建","42","+0.25","+0.6","30","11.3","+20.5","3.26","+40.3","28.8","1.76","+81.7","15.5","0.69","+653","5.65","0.72","+0.24","1.38","+0.38","0.07","+0.05","41"
="2534","宏盛","25.3","0","0","30","25.1","+6.37","11.1","+5.75","44","7.73","+5.88","30.8","10.1","-0.02","40.2","2.34","+0.03","5.8","-0.02","1.73","-0.02","48"
="2535","達欣工","58.3","-0.3","-0.51","30","124","+3.24","12.5","+6.4","10.1","7.87","+9.13","6.37","6.3","+10.8","5.07","4.01","+0.17","10.4","+0.41","2.38","+0.16","39"
="2536","宏普","31.15","-0.15","-0.48","30","22.3","-2.73","6.57","-5.37","29.4","5.12","-6.48","22.9","6.67","-4.35","29.8","1.98","-0.25","3.73","-0.51","2.14","-0.12","45"
="2537","聯上發","13.65","-0.2","-1.44","29","12.3","-6.52","3.3","-8.8","26.8","2.03","-11.8","16.5","0.73","-30","5.94","1.44","-0.57","3.09","-1.71","0.27","-0.15","39"
="2538","基泰","14.65","-0.1","-0.68","29","7.37","-18.4","3.84","-14.9","52","1.81","-26.4","24.6","3.42","-0.38","58.9","1.99","+0.63","5.97","+3.08","0.88","-0.03","44"
="2539","櫻花建","53.9","-0.2","-0.37","28","50.6","+10.6","18.5","+22.4","36.5","14.3","+21.5","28.2","10.6","+18","21","7.64","+0.1","15.7","+0.33","1.97","+0.01","53"
="2540","愛山林","94.1","-0.4","-0.42","30","33.7","+35.1","13.2","+41.7","39.3","8.35","+50.2","24.8","1.99","+1232","5.89","2.9","+0.16","8.34","+2.32","1.36","+0.16","43"
="2542","興富發","44.3","-0.55","-1.23","27","312","+7.44","102","+9.25","32.7","72.2","+11.2","23.1","46.7","-7.57","19.5","4.98","-0.21","18.8","-0.65","4.5","-0.59","50"
="2543","皇昌","104","-4","-3.7","28","64.3","+10.7","2.47","+57.8","3.84","0.94","+489","1.46","0.98","+49.6","1.69","1.2","+0.32","4.83","+1.62","0.47","+0.11","33"
="2545","皇翔","73.1","-1.1","-1.48","26","56","-0.49","23.3","-0.26","41.6","16.4","-0.96","29.3","13.7","-2.56","24.5","3.85","-0.27","14.8","-0.98","4.38","-0.17","48"
="2546","根基","82.3","-0.8","-0.96","27","94.6","+8.24","7.6","+14.4","8.03","5.35","+17.5","5.65","4.06","+17.1","4.29","5.71","+0.27","15.2","+0.76","3.77","+0.43","41"
="2547","日勝生","11.2","+0.1","+0.9","27","95.1","-1.02","35.1","-0.57","36.9","10.7","-2.8","11.3","6.01","-14.5","6.62","1.5","-0.25","5.24","-0.85","0.87","-0.15","39"
="2548","華固","116","-1.5","-1.28","28","104","-1.52","34.2","-0.99","32.9","26.9","-1.46","26","23.7","-2.52","22.9","7.87","-0.55","18.9","-1.44","8.87","-0.35","52"
="2597","潤弘","177.5","-0.5","-0.28","17","158","+10.8","22.6","+13.1","14.3","14.6","+17.5","9.26","11.6","+14.5","7.77","8.54","+0.22","19.5","+1.23","7.11","+0.62","46"
="2601","益航","8.16","+0.37","+4.75","30","75.6","-2.66","42.3","-1.88","56","7.79","-12.7","10.3","-0.71","-161","-1.2","-0.18","-1","-0.49","-2.71","0.09","-0.23","46"
="2603","長榮","216","-3.5","-1.59","30","2,024","+14.3","561","+45.3","27.7","481","+52.1","23.8","402","+52.3","21.4","8.88","+3.02","18.5","+5.98","9.21","+2.96","49"
="2605","新興","27.65","+0.1","+0.36","30","42.7","+0.38","15.4","-4.35","36.1","13.6","-5.5","31.9","10.4","-5.86","31.3","5.61","-0.36","9.98","-0.79","2","-0.15","65"
="2606","裕民","73.7","+2","+2.79","30","104","+3.46","30.8","+0.24","29.7","26.8","-0.61","25.9","30.2","-0.83","29.1","7.45","-0.46","13","-0.61","3.6","-0.04","61"
="2607","榮運","30.45","-0.05","-0.16","30","88.3","+8.45","16.2","+18.3","18.4","11.6","+15.2","13.1","11.3","+13.9","13","3.65","+0.3","5.11","+0.41","1.1","+0.12","56"
="2608","嘉里大榮","38.6","+0.2","+0.52","30","101","+3.5","24.6","-3.36","24.3","13.6","+4.19","13.4","8.71","+8.33","8.91","7.22","+0.18","12.8","+0.5","1.85","+0.14","55"
="2609","陽明","72.9","-1.2","-1.62","29","1,704","-0.18","451","-4.43","26.5","388","-5.69","22.8","275","-3.07","16.2","8.39","-0.52","12.7","-1.43","7.82","-0.33","48"
="2610","華航","23.8","-0.15","-0.63","30","1,497","+3.57","168","+6.05","11.2","53.5","+15.9","3.57","11.8","+77.7","0.86","0.74","+0.29","2.7","+1.2","0.2","+0.08","39"
="2611","志信","23.2","-0.05","-0.22","30","12.7","-5.8","3.1","-5.68","24.4","0.32","-26.3","2.5","0.82","+41.8","5.09","1.51","+0.85","2.24","+1.05","0.47","+0.12","44"
="2612","中航","48","+0.8","+1.69","30","36.2","+1.44","11.4","-1.2","31.6","7.87","-3.18","21.7","8.32","-3.76","22.9","5.57","-0.42","11.3","-0.84","3.52","-0.13","59"
="2613","中櫃","33.35","-0.3","-0.89","31","27","+2.77","3.39","+8.55","12.6","1.89","+11.7","7.01","0.73","+7.93","2.72","1.09","+0.06","3.14","+0.21","0.66","+0.03","39"
="2614","東森","17.4","+0.1","+0.58","30","103","-1.38","20.3","-1.74","19.7","-5.05","-39.3","-4.9","-4.59","-75.5","-4.77","-2.1","-0.93","-4.97","-2.13","-0.33","-0.21","41"
="2615","萬海","84","-1.5","-1.75","29","941","+0.97","260","-10.3","27.7","217","-12.4","23.1","171","-12.6","18.2","9.93","-1.54","19.9","-3.01","6.82","-1.02","55"
="2616","山隆","17.7","0","0","28","160","+1.62","13","+0.54","8.11","2.17","-9.02","1.36","2.57","-4.64","1.69","4.16","-0.33","8.02","-0.64","2.14","-0.13","42"
="2617","台航","32.55","+0.1","+0.31","26","33","+2.26","10.1","+3.48","30.5","8.49","+3.64","25.7","9.99","+6.05","30.3","6.81","-0.1","10.1","-0.17","2.43","+0.12","60"
="2618","長榮航","43","-0.05","-0.12","28","1,412","+6.81","200","+20.7","14.2","92.8","+47","6.57","42.1","+64.2","3.35","2.12","+0.68","7.11","+1.94","0.88","+0.28","45"
="2630","亞航","35.85","-0.5","-1.38","23","34.5","+8.61","3.2","+7.81","9.28","0.9","+25.4","2.61","0.77","+17.8","2.24","2.54","+0.1","4.35","+0.38","0.57","+0.02","32"
="2633","台灣高鐵","27.5","-0.65","-2.31","22","433","+4.33","167","+7.41","38.5","153","+7.29","35.5","41.6","+17.7","9.63","1.53","+0.04","10.4","-0.23","0.79","+0.12","52"
="2634","漢翔","44.1","+0.05","+0.11","12","283","+7.97","31.1","+7.83","11","17.9","+10.3","6.32","15.6","+7.64","5.51","4.34","-0.02","11.6","-0.06","1.67","+0.11","37"
="2636","台驊控股","80.8","+0.3","+0.37","19","162","+2","31.6","+3.23","19.5","11.4","+3.33","7.05","11.3","+12","7.18","10.4","+0.17","20","+0.15","8.69","+0.79","47"
="2637","慧洋-KY","82.9","+2.8","+3.5","16","157","+7.48","49.6","+10.4","31.6","47.9","+10.8","30.5","40.6","+12.5","25.8","4.82","+0.38","11.9","-0.02","5.84","+0.45","57"
="2642","宅配通","34.3","-0.1","-0.29","15","36.7","+3.15","5.68","-4.21","15.5","1.42","-16.6","3.86","1.32","-13.9","3.59","4.39","-0.94","7.5","-1.65","1.41","-0.25","48"
="2645","長榮航太","105","-2","-1.87","5","162","-16.2","22","+7.26","13.5","16.1","+6.84","9.89","15.3","+7.13","9.42","6.3","+0.93","13.4","+0.86","3.78","+0.61","51"
="2646","星宇航空","28.2","+0.15","+0.53","4","123","+519","6.04","+125","4.9","-19.6","+51.3","-15.9","-21.5","+46.6","-17.4","-6.62","+6.79","-43.7","+38.4","-1.58","+1.54","30"
="2701","萬企","12.6","-0.05","-0.4","30","3.07","-1.93","1.78","+2.01","57.9","1.47","+2.14","47.9","2.46","-0.07","80.2","3.04","-0.15","3.51","-0.17","0.65","-0.02","66"
="2702","華園","16.65","-0.05","-0.3","30","9.55","+8.22","7.57","+8.87","79.3","0.62","+8.51","6.54","1.86","-22.9","19.5","3.16","-0.84","10.1","-3.24","1.66","-0.51","52"
="2704","國賓","56.7","+0.6","+1.07","30","23.6","-4.05","9.46","-7.77","40.1","1","-27","4.25","3.22","+5.67","13.6","2.55","-0.07","3.4","-0.12","0.88","+0.04","55"
="2705","六福","18.15","-0.1","-0.55","30","23.5","-1.92","6.72","-2.48","28.6","-1.59","+7.5","-6.77","-2.7","-17.1","-11.5","-3.33","-0.5","-10.9","-1.55","-0.95","-0.13","37"
="2706","第一店","14.85","+0.05","+0.34","30","3.14","+0.71","2.33","+2.11","74.3","2.04","+2.55","64.9","3.37","-1.19","107","3.35","-0.22","3.85","-0.26","0.88","-0.05","68"
="2707","晶華","199","+3.5","+1.79","28","49.8","+2.43","18.2","+2.84","36.4","10.6","+6.59","21.4","10.1","+4.05","20.7","13.8","+0.25","26.2","+0.53","7.68","+0.23","68"
="2712","遠雄來","24.75","-0.25","-1","13","5.03","+5.25","1.57","+2.77","31.2","0.33","+3.98","6.61","0.33","+0.31","6.56","1.89","+0.01","2.48","+0.07","0.32","0","48"
="2722","夏都","34.6","-0.35","-1","15","7.22","+1.4","3.34","-0.34","46.2","0.91","-8.07","12.6","0.92","-4.34","12.5","3.77","-0.53","4.71","-0.54","0.91","-0.08","59"
="2723","美食-KY","101.5","0","0","16","198","+2.35","115","+2.6","58.3","15.2","-3.46","7.7","10.6","-3.8","5.35","7.6","-0.87","12.6","-1.32","6.48","-0.4","59"
="2727","王品","236","+1","+0.43","14","173","+6.9","80.2","+6.63","46.4","8.12","+23","4.7","5.09","+34","3.1","4.84","+0.27","12.5","+2.82","6.62","+1.37","52"
="2731","雄獅","136","+1","+0.74","14","164","+9.83","21.3","+14.1","13","-0.32","+86.1","-0.19","1.98","+491","1.22","2.81","+3.12","5.07","+10.1","2.24","+2.69","47"
="2739","寒舍","51.8","-0.2","-0.38","11","38.1","+2.16","12.5","+2.26","32.8","-0.07","+88.4","-0.19","-0.54","+36.1","-1.41","1.2","-0.46","-6.33","+4.37","-0.44","+0.4","42"
="2748","雲品","61.5","0","0","11","18.8","+10.3","5.57","+15.2","29.7","2.04","+20.8","10.8","1.7","+24.2","9.07","5.12","+0.21","11.4","-0.01","2.13","+0.19","50"
="2753","八方雲集","162","+2","+1.25","7","61.3","+10.3","22.8","+6.3","37.3","6.98","+0.47","11.4","5.7","+1.23","9.13","12.9","-1.88","23.1","-3.05","8.99","-0.06","64"
="2762","世界健身-KY","90.9","+0.1","+0.11","4","91.2","+4.41","15","+1.92","16.5","5.03","-5.76","5.52","2.85","+44.5","3.13","1.65","+0.51","16.3","-3.99","3.62","-0.38","43"
="2801","彰銀","18.15","+0.1","+0.55","30","319","+4.55","","","","","","","93.5","+8.07","29.3","0.49","+0.01","7.26","+0.24","0.96","+0.05","64"
="2809","京城銀","50.7","+0.2","+0.4","31","75.2","+4.87","","","","","","","32.9","+6.21","43.8","1.45","+0.01","11.9","-0.08","2.91","+0.16","66"
="2812","台中銀","19","+0.2","+1.06","31","133","+9.46","","","","","","","41.2","+15.1","30.9","0.66","+0.05","8.51","+0.44","0.95","+0.05","66"
="2816","旺旺保","33.7","-0.5","-1.46","30","80.7","+7.06","23.7","+10.4","29.4","4.21","+57.5","5.22","0.36","-60","0.45","2.41","+0.63","8.79","+1.95","0.74","+0.3","54"
="2820","華票","15.2","0","0","31","21.5","+1.66","","","","","","","14.2","+0.54","66","0.66","-0.02","5.92","-0.09","1.02","0","57"
="2832","台產","29.95","-0.1","-0.33","28","56","+0.99","19.1","+5.17","34.1","7.87","+5.89","14","6.81","+4.65","12.2","3.96","+0.02","9.27","-0.17","1.96","+0.07","60"
="2834","臺企銀","15.65","+0.1","+0.64","27","249","+7.78","","","","","","","50.2","+15.6","20.2","0.39","+0.02","7.7","+0.36","0.7","+0.07","60"
="2836","高雄銀","11.65","+0.05","+0.43","29","36.4","+4.67","","","","","","","6.2","+7.88","17.1","0.24","+0.01","4.24","+0.05","0.57","-0.01","50"
="2838","聯邦銀","15.7","+0.1","+0.64","28","137","+6.01","","","","","","","25.8","+8.51","18.8","0.47","+0.02","6.32","+0.22","0.8","+0.02","55"
="2845","遠東銀","13.8","+0.05","+0.36","28","109","+2.88","","","","","","","27.4","+6.56","25.2","0.5","+0.01","7.15","-0.02","0.86","+0.01","57"
="2849","安泰銀","14.25","+0.05","+0.35","28","56.7","-2.31","","","","","","","3.38","-45.1","5.96","0.36","-0.03","2.18","-0.59","0.28","-0.12","56"
="2850","新產","100.5","+0.5","+0.5","27","162","+6.46","54.5","+8.45","33.6","21.7","+15.7","13.4","13.4","+13.2","8.25","4.85","+0.34","15","+0.59","4.27","+0.48","63"
="2851","中再保","27.05","-0.25","-0.92","26","183","+5.19","19.5","+14.3","10.6","14.8","+14.9","8.09","10.2","+11.2","5.56","2.93","+0.18","9.34","+0.26","1.7","+0.06","50"
="2852","第一保","27.2","-0.75","-2.68","27","62.5","+4.58","19.4","+4.07","31.1","5.75","+5.2","9.2","4.48","+4.46","7.17","3.03","+0.02","7.59","-0.13","1.53","+0.05","47"
="2855","統一證","27.9","0","0","27","74.6","+8.15","61.9","+7.61","83","19.6","+9.08","26.2","20.5","+11.4","27.6","2.41","0","8.04","+0.45","1.5","+0.13","56"
="2867","三商壽","7.05","-0.15","-2.08","16","1,413","-3.84","-11","-173","-0.78","-58.6","-81.2","-4.15","-34.4","-108","-2.44","-0.26","-0.14","-11.7","-6","-0.62","-0.44","25"
="2880","華南金","27.85","+0.05","+0.18","23","452","+4.08","","","","","","","137","+9.24","30.3","0.5","+0.01","8.35","+0.37","1.22","+0.05","61"
="2881","富邦金","92.3","-0.5","-0.54","23","3,444","-4.73","","","","","","","569","+3.23","16.6","0.84","-0.02","11.3","-0.13","5.18","+0.01","60"
="2882","國泰金","68.4","-0.8","-1.16","23","4,392","-2.93","","","","","","","511","+0.75","11.8","0.6","-0.02","9.25","-0.35","3.94","-0.06","56"
="2883","凱基金","18.25","+0.1","+0.55","23","952","-3.78","","","","","","","125","+8.79","15.8","0.94","-0.06","6.34","+0.3","0.83","+0.06","59"
="2884","玉山金","29.15","-0.85","-2.83","22","488","+8.13","","","","","","","158","+8.55","32.4","0.64","0","9.97","+0.06","1.41","+0.01","66"
="2885","元大金","36.65","-0.3","-0.81","22","804","+5.43","","","","","","","181","+8.99","24","0.99","+0.01","8.3","+0.43","1.56","+0.11","59"
="2886","兆豐金","39.65","-0.3","-0.75","23","612","+3.71","","","","","","","250","+5.16","40.9","0.72","0","8.75","+0.11","1.9","+0.05","71"
="2887","台新金","17.4","0","0","23","555","+7.74","","","","","","","133","+7.99","26.3","0.65","0","8.15","+0.07","1.1","+0.03","57"
="2888","新光金","12.45","-0.05","-0.4","23","1,561","-9.26","","","","","","","92","+24.6","6.09","0.25","+0.03","5.27","+0.57","0.74","+0.1","48"
="2889","國票金","14.4","+0.05","+0.35","22","61.9","+1.33","","","","","","","20.8","+0.04","37.8","0.87","0","6.24","-0.06","0.74","-0.02","58"
="2890","永豐金","22.75","0","0","22","375","+6.04","","","","","","","115","+10.9","30.6","0.61","+0.01","8.16","+0.4","1.09","+0.06","61"
="2891","中信金","40.75","-0.3","-0.73","22","1,976","-1.23","","","","","","","362","+9","18.4","0.73","-0.01","11.5","+0.19","1.97","+0.11","58"
="2892","第一金","27.65","-0.2","-0.72","21","537","+4.54","","","","","","","167","+6.82","31","0.56","0","8.64","+0.21","1.44","+0.04","61"
="2897","王道銀行","9.96","+0.03","+0.3","23","76.1","+3.99","","","","","","","16.2","+7.92","34.5","0.61","-0.01","5.49","+0.14","0.62","+0.04","57"
="2901","欣欣","27.65","+0.15","+0.55","30","1.29","-0.62","1.09","-0.84","85.1","0.21","-0.35","16.3","0.24","+3.52","18.4","2.5","0","2.87","0","0.33","+0.01","67"
="2903","遠百","24.2","-0.15","-0.62","30","532","-2.88","196","+1.3","36.8","34.7","+6.07","6.52","16","+6.3","4.24","2.16","+0.03","6.65","+0.19","1.21","+0.05","47"
="2904","匯僑","18.1","-0.05","-0.28","30","3.89","+0.45","1.45","-2.86","37.2","0.92","-4.85","23.7","0.65","+8.31","17.5","6.79","-0.33","9.24","-0.55","1.06","+0.03","69"
="2905","三商","15.75","-0.25","-1.56","30","1,518","+1.63","89.7","+7.33","5.91","-19.9","+11.4","-1.31","3.46","-45.8","-0.06","0.46","-0.15","2.22","-2.32","0.74","-0.36","37"
="2906","高林","17.5","-0.05","-0.28","30","77.2","-0.68","17.9","+3.07","23.2","2.96","+2.95","3.84","1.77","-5.9","3.21","3.01","-0.03","4.87","-0.02","0.64","-0.03","44"
="2908","特力","20.65","+0.2","+0.98","30","358","+0.94","96.9","+0.61","27","7.39","-2.54","2.06","5.31","-3.3","1.61","2.44","-0.23","8.41","-0.44","1.15","-0.06","40"
="2910","統領","23.8","0","0","29","9.91","-6.35","3.97","-1.47","40","1.67","-0.71","16.8","1.43","+0.59","14.5","2.78","-0.06","6.05","-0.12","0.81","0","47"
="2911","麗嬰房","8.2","-0.16","-1.91","29","60.2","-2.56","27.5","-2.9","45.7","-1.27","-62.3","-2.12","-0.66","-208","-1.09","-1.48","-1.03","-5.13","-3.34","-0.33","-0.31","37"
="2912","統一超","262.5","-3","-1.13","29","2,301","+5.8","765","+6.31","33.2","104","+4.87","4.51","91.5","+4.07","4.47","8.93","-0.32","29.5","+0.03","8.91","+0.31","57"
="2913","農林","19.55","-0.25","-1.26","30","15.2","-6.76","2.89","-2.78","19.1","-0.84","-0.93","-5.51","-2.14","-23","-14","-0.86","-0.2","-3.03","-0.49","-0.19","-0.05","37"
="2915","潤泰全","69.3","0","0","30","118","+1.01","72.7","+4.54","61.6","59.5","+5.76","50.4","81.3","-0.91","94.2","14.3","+0.26","21.2","+0.59","10.39","-0.49","58"
="2923","鼎固-KY","24.45","+0.05","+0.2","15","85.3","+6.27","44","+8.91","51.6","38.6","+8.08","45.3","21.5","-9.29","25.7","2","-0.27","4.51","-0.63","1.24","-0.13","47"
="2929","淘帝-KY","13.5","+0.25","+1.89","13","40.1","-9.94","8.32","-19.9","20.8","0.35","-75.8","0.88","-0.35","-172","-0.89","-0.71","-1.79","-0.84","-3.01","1.05","-1.31","47"
="2939","永邑-KY","32.15","+0.5","+1.58","8","16.3","-24.8","4.17","-26.3","25.5","1.22","-51.1","7.45","1.16","-45.7","6.95","5.51","-6.92","7.55","-8.81","2.43","-2.1","53"
="2945","三商家購","41.1","+0.25","+0.61","8","136","+3.14","34.2","+4.48","25.2","1.34","-6.95","0.99","1.18","-1.33","0.83","2.36","-0.51","8.75","-3.16","1.99","-0.26","40"
="3002","歐格","14.75","-0.05","-0.34","26","6.58","-1.11","2","-4.29","30.5","0.5","-16.1","7.55","0.64","-9.43","9.79","4.11","-0.58","5.31","-0.77","0.69","-0.09","60"
="3003","健和興","71.2","-0.8","-1.11","25","34.1","+4.25","10.9","+4.01","31.9","6","+4.07","17.6","4.42","+4.28","13","7.75","-0.14","10.8","-0.26","3","+0.08","62"
="3004","豐達科","99.9","-0.6","-0.6","26","18.7","+10.9","4.95","+9.55","26.4","1.96","+12.1","10.4","0.24","+171","1.25","2.84","+0.54","-0.25","+1.63","1.61","+0.7","43"
="3005","神基","122.5","-2.5","-2","25","243","+5.09","60.8","+9.38","25","22.1","+12.6","9.09","19.2","+12.4","8.31","7.32","+0.39","12.9","+0.62","3.37","+0.31","52"
="3006","晶豪科","66.3","-1.1","-1.63","26","113","+3.34","21","-0.44","18.6","6.91","-11.9","6.11","7.83","-2.55","6.99","6.76","-0.52","9.9","-0.7","3","-0.19","49"
="3008","大立光","2700","-65","-2.35","26","408","+7.02","241","+5.51","59.1","201","+4.6","49.2","171","+7.37","41.9","20.5","-0.85","25.3","-1.07","127.7","+8.67","88"
="3010","華立","115","-0.5","-0.43","27","451","+6.68","39.9","+5.04","8.86","16.7","+5.88","3.71","14.9","+5.05","3.62","6.24","-0.32","14.8","-0.63","6.57","+0.24","37"
="3011","今皓","18.7","+0.15","+0.81","27","16.7","-2","1.86","-3.85","11.1","-0.53","-34.3","-3.15","-0.29","-64.5","-1.75","-1.55","-0.74","-2.6","-1.26","-0.22","-0.12","34"
="3013","晟銘電","136","-12.5","-8.42","24","49.2","+3.1","5.65","+2.73","11.5","1.26","+9.59","2.57","1.16","+15.7","2.56","2.6","+0.17","5.08","+0.36","0.66","+0.06","36"
="3014","聯陽","155.5","-2","-1.27","26","41.7","+6.48","20.4","+8.89","49","8.23","+12.2","19.7","6.13","+17.6","14.7","9.6","+0.49","12.6","+0.61","4","+0.52","69"
